Solver Grids Slack Delta_A Delta_B Anneal_Time Max_Bias Chain_Strength Chain_Break Energy Pcost Time Restriction1 Restriction2 Restriction2T Slack_On
4 10 5 6000 1 20 15619.244488 7810.122244 0.384 -41389.83492860802 665.503280352 0 3 81.412 88.46400000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.424 -41356.975751472 406.24448174400004 0 4 -0.9840000000000089 65.28800000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.416 -40176.67462323201 378.04014118400005 0 4 -11.835999999999984 67.70000000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.392 -40166.163659440026 439.72366420800006 0 4 13.104000000000013 59.42400000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.344 -40078.075624271994 237.36131710400002 0 4 -29.215999999999994 59.85200000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.36 -39970.44619686399 381.98278425600006 0 4 -6.171999999999997 67.17200000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.376 -39934.084152111995 391.80469470400004 0 4 -0.0519999999999925 49.06400000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.384 -39911.05117092797 319.625060112 0 4 -10.699999999999989 69.42800000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.376 -39831.613848624016 593.203196048 0 3 52.5 95.00800000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.392 -39745.897403888 541.617086864 0 3 36.676000000000016 104.74800000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.336 -39526.581115231995 334.18148848000004 0 5 -10.435999999999993 -8.279999999999987 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.384 -39524.260055376 79.380222384 0 5 -50.07999999999999 -9.407999999999994 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.392 -39449.97451944 428.39135025600007 0 4 19.348 56.22800000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.4 -39364.116805167985 446.15534126400007 0 4 16.912000000000006 51.62400000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.376 -39340.36184468799 327.367649904 0 5 -27.71199999999999 4.652000000000015 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.344 -39321.19784558399 397.89597988800006 0 4 -7.839999999999989 57.41200000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.352 -39294.59260657598 195.79495614400003 0 5 -60.196 2.9680000000000035 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.368 -39201.36512308801 298.4738815840001 0 5 -39.663999999999994 6.6240000000000165 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.384 -39116.51517486401 459.425493424 0 4 7.884 58.60400000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.352 -39070.81094000001 373.439520032 0 5 -12.079999999999998 15.256000000000007 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.384 -39038.915901776 394.83448222400006 0 5 1.2040000000000077 -26.795999999999992 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.352 -39024.941471839986 364.17641891200003 0 5 -5.4599999999999795 10.680000000000021 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.384 -38947.593507072 375.504055424 0 4 -3.4879999999999853 76.47200000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.336 -38933.611346864 488.0085960480001 0 4 30.120000000000005 70.01600000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.4 -38932.19744171199 389.683101392 0 4 9.456000000000017 74.56800000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.392 -38847.07088532801 299.53961406400003 0 5 -38.39199999999999 11.700000000000024 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.44 -38786.22967883203 264.76775214400004 0 4 1.1160000000000139 76.23200000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.4 -38783.487605008 346.666376624 0 5 -10.531999999999982 17.880000000000017 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.36 -38775.697213711945 330.9698412 0 4 -26.464 75.412 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.376 -38735.89700190399 168.104886992 0 5 -64.94800000000001 -2.739999999999995 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.368 -38702.175548944 230.88293003200002 0 5 -35.49199999999999 -34.115999999999985 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.392 -38593.797940688004 437.246881904 0 4 21.560000000000002 53.92400000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.392 -38571.948219055994 330.741756112 0 4 3.156000000000006 67.70000000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.368 -38504.572157680035 218.365460944 0 5 -40.068 28.263999999999996 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.384 -38457.56394008001 369.24335003199997 0 4 26.60800000000002 77.52000000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.408 -38395.257235296005 248.94391376000007 0 5 -8.051999999999992 14.684000000000012 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.384 -38295.653589935995 482.60879201600005 0 4 50.35600000000002 82.40400000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.344 -38247.18752795202 300.056927984 0 5 -24.023999999999987 29.52800000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.376 -38132.12061044801 370.4044207200001 0 3 35.072 105.168 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.336 -38003.67407195201 250.94686065599998 0 5 -26.691999999999993 17.188000000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.408 -37961.766415663995 452.056011664 0 4 -5.844000000000008 80.95200000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.384 -37907.345338719984 383.923365984 0 5 -16.620000000000005 38.736000000000004 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.424 -37877.462244384005 431.8264822080001 0 4 -19.695999999999984 78.07600000000004 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.376 -37843.37489864002 321.6633988320001 0 5 -25.411999999999992 12.348000000000013 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.392 -37769.603608335994 191.39595275200003 0 4 -31.323999999999984 64.27600000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.328 -37765.73632196803 349.31069153600004 0 4 7.432000000000016 75.82400000000003 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.408 -37715.680126687985 513.840148192 0 4 17.508000000000024 81.78000000000003 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.408 -37689.39624203201 293.2763668 0 5 -27.695999999999984 30.42800000000004 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.36 -37532.989801407995 477.59476531200005 0 4 20.61200000000001 63.69200000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.408 -37508.27544344001 289.381200144 0 4 -4.096000000000004 85.632 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.376 -37355.18714958399 534.0323680480001 0 2 23.811999999999998 26.415999999999997 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.368 -37353.65807363201 201.00396239999998 0 5 -58.30800000000001 39.599999999999994 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.408 -37152.209143264 475.42570998400004 0 3 48.00400000000002 100.80400000000003 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.376 -37102.47992707202 222.440663392 0 5 -22.200000000000003 43.884 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.336 -37098.239781328055 428.803579312 0 4 24.02000000000001 88.06800000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.352 -37013.285499888036 316.31238670400006 0 5 -29.291999999999987 29.636000000000024 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.36 -36997.69313844801 508.293580464 0 4 21.659999999999997 79.36 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.36 -36928.13777144 452.0215269920001 0 4 43.78 88.644 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.368 -36905.01849638399 498.5727594880001 0 5 26.232000000000014 38.34000000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.392 -36725.41998246398 299.389565312 0 4 -6.500000000000014 74.788 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.424 -36705.68932411202 188.920552432 0 5 -46.94799999999999 40.032000000000025 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.368 -36699.278312304 314.17192008000006 0 4 26.388000000000005 66.08400000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.408 -36662.929145120026 398.579293472 0 5 1.744000000000014 41.756000000000014 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.352 -36571.28752934399 390.878144448 0 4 -6.771999999999991 81.47200000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.392 -36446.51539503998 443.3423220799999 0 4 6.340000000000003 93.48400000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.36 -36319.304948528 257.57067272 0 5 -23.459999999999994 36.164 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.408 -36260.79164539201 412.0131592800001 0 5 0.8000000000000114 50.34800000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.384 -36196.617150383994 303.942144336 0 5 -21.343999999999994 43.44000000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.416 -36180.136048495995 273.470157136 0 5 -14.123999999999995 49.24800000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.368 -36173.101814352005 163.64014481600003 0 5 -32.823999999999984 44.47200000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.32 -36016.61849753602 368.12283731200006 0 5 -26.367999999999995 30.316000000000003 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.36 -35942.14280444801 263.53013824 0 5 -44.403999999999996 54.432 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.336 -35917.38060190398 232.02300718399997 0 5 -38.132000000000005 38.848 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.392 -35902.886329584 313.841150608 0 4 -8.671999999999983 75.28000000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.344 -35882.64758235197 436.7226077920001 0 4 11.816000000000003 92.14800000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.36 -35684.24274955202 393.73780014400006 0 5 -16.384 57.5 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.376 -35502.92475481601 290.46053568 0 5 -13.244 59.116 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.352 -35422.83766801601 290.22456072000006 0 5 -19.439999999999998 46.59200000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.448 -35277.964653280025 333.41460611200006 0 5 -25.927999999999997 37.256000000000014 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.376 -35266.164362928 320.58646139200005 0 5 -4.932000000000002 60.42800000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.36 -35121.21857489602 352.956877264 0 3 3.088000000000008 104.30400000000003 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.384 -35067.892803712006 116.41869548800001 0 5 -55.68399999999999 43.876000000000005 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.4 -35019.146244224 319.99036896 0 5 -14.944000000000003 61.14800000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.408 -34887.890130368 370.44505363200005 0 5 -12.151999999999987 44.46000000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.408 -34665.656811472014 480.85119870400007 0 3 31.420000000000016 125.32000000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.368 -34480.333004575994 285.30548019200006 0 5 -43.66 44.676000000000016 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.392 -34118.86300548798 550.985850064 0 4 41.656000000000006 85.46400000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.376 -33825.23483294399 240.87066414400002 0 5 -8.075999999999993 68.90400000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.368 -33760.862497712005 374.9429399200001 0 5 0.19600000000001216 73.32800000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.392 -33686.10850534405 370.83709068800005 0 5 -17.976 71.388 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.376 -33648.96413096 160.52581675200003 0 6 -54.992000000000004 -30.371999999999993 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.384 -33644.799621744 242.90802820800005 0 6 -43.72399999999999 -13.40399999999999 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.36 -33642.54020768 59.672567040000004 0 6 -92.224 -18.267999999999986 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.424 -33584.03263380802 396.92611774400007 0 5 9.439999999999998 59.196 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.376 -33579.57775633599 409.32044731200006 0 4 3.26400000000001 98.08800000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.304 -33574.74834958404 353.663652144 0 5 -12.927999999999997 72.88400000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.352 -33531.097250208 211.05379036800002 0 6 -55.111999999999995 -8.431999999999988 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.344 -33500.76082867198 240.846533824 0 6 -44.635999999999996 -10.667999999999992 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.384 -33477.174564015986 237.97951323200002 0 5 -8.159999999999997 59.628000000000014 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.384 -33431.39778795199 232.14486276800002 0 5 -36.91599999999998 48.048000000000016 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.344 -33385.585690368 282.76020531200004 0 6 -45.38799999999999 -17.55599999999999 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.4 -33359.66662627201 536.5793759040001 0 2 27.135999999999996 56.16 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.408 -33263.05565352 158.73539115200003 0 6 -54.239999999999995 -4.691999999999993 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.392 -33256.92814648003 192.20881864000003 0 5 -18.59599999999999 64.42 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.384 -33233.349354928 275.359950992 0 3 -31.200000000000003 4.524000000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.416 -33231.059373952 245.85092915200002 0 6 -47.116 11.28400000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.368 -33013.160836560004 216.03567099200004 0 6 -46.468 11.579999999999998 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.344 -32959.16887219201 436.17254291200004 0 4 6.5319999999999965 93.972 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.36 -32925.50395276801 154.03194144000003 0 6 -43.324 18.60800000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.392 -32902.368145775996 258.658142352 0 5 -2.2959999999999923 78.67600000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.408 -32782.93477654401 198.04378704 0 6 -40.43599999999999 18.944000000000017 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.392 -32745.141915871995 258.56950816000005 0 6 -33.652 14.436000000000007 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.424 -32644.170513152 425.162268992 0 6 -12.86399999999999 24.056000000000026 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.384 -32635.88351934403 258.392478544 0 5 -21.012 68.86800000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.352 -32508.401138560024 234.82942131200002 0 6 -63.867999999999995 -31.715999999999994 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.344 -32338.001224832005 376.82306304 0 6 4.416000000000011 27.944000000000017 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.376 -32329.928906719993 184.83359939200002 0 6 -30.299999999999997 27.588000000000008 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.392 -32319.68729783999 254.529046128 0 6 -24.964 21.22 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.4 -32271.75608318401 181.19249294400004 0 5 -26.639999999999986 78.29600000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.384 -32243.276171151992 309.69490878400006 0 5 -30.303999999999988 55.29600000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.368 -32198.629209072016 508.0758344 0 3 27.72800000000001 31.900000000000006 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.392 -31755.40138627203 170.664909152 0 5 -55.08 81.528 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.448 -31714.829522384025 404.612352944 0 4 16.144000000000005 111.59200000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.384 -31662.738118080015 52.48485280000002 0 6 -75.69999999999999 38.18000000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.392 -31644.80382312001 274.943339696 0 5 -32.524 85.98400000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.368 -31633.65780313601 464.70938278400007 0 4 6.88000000000001 108.05600000000004 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.424 -31511.678992704008 221.92782112 0 6 -34.628 26.12400000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.384 -31367.31772248003 473.47706619200005 0 3 12.936000000000007 43.60400000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.36 -31322.597286976 274.58079392 0 6 -31.620000000000005 29.24000000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.424 -31276.442899423986 279.514583712 0 6 -48.55200000000001 40.60799999999999 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.368 -31271.44685323203 268.651927312 0 5 -14.432000000000002 76.37200000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.392 -31220.436998831996 439.57537384 0 4 8.524000000000015 108.79200000000003 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.368 -31165.138889632013 195.28341328 0 6 -57.54 26.056000000000004 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.368 -31119.764953935985 331.654093744 0 3 16.688000000000002 35.00800000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.432 -31044.152627631993 353.050242512 0 4 1.7999999999999972 98.016 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.384 -31028.987139136007 426.214855872 0 3 -6.420000000000002 45.84 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.432 -30991.77958883201 133.277768288 0 6 -24.623999999999995 46.620000000000005 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.384 -30856.573277599964 397.66852016000007 0 5 23.18400000000001 89.26800000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.408 -30810.640559120016 300.858070192 0 4 -9.763999999999996 117.75200000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.368 -30649.976809984015 367.824567872 0 6 -32.976 46.25200000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.384 -30542.756213951987 173.20687616 0 6 -52.672 47.06000000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.384 -30410.957041600006 355.57163763200003 0 4 16.323999999999984 111.63999999999999 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.352 -30364.859512607974 194.18014185600003 0 6 -57.17999999999999 42.45600000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.368 -30302.946008783983 327.367649904 0 6 -27.71199999999999 56.07600000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.392 -30197.572547056014 285.79737585600003 0 5 -16.85199999999999 82.28000000000003 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.4 -30011.459034304018 464.85020019200005 0 4 10.384 105.32400000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.368 -29679.602819728025 379.349216112 0 4 4.415999999999997 113.952 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.384 -29537.788973952047 270.819088512 0 5 -16.004000000000005 95.312 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.36 -29444.53705598398 156.548074512 0 6 -51.09599999999999 56.40800000000003 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.312 -29420.238105008 465.4343086240001 0 4 19.939999999999998 106.96000000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.368 -29412.630063760007 391.965595376 0 3 14.563999999999993 57.412000000000006 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.376 -29352.49201068801 282.76020531200004 0 6 -45.38799999999999 45.95200000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.424 -29329.697583903995 324.588099488 0 5 -15.559999999999988 80.33200000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.424 -29278.027789968008 721.3271655520001 0 1 89.10000000000002 109.28400000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.344 -29147.639260879994 256.32498065600004 0 6 -27.603999999999985 59.72400000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.416 -29068.34406169603 294.712397312 0 6 -42.02799999999999 35.992000000000004 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.4 -28954.94367153602 320.26427438400003 0 3 18.732 54.456 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.408 -28809.199465743994 336.43752030400003 0 5 -24.15599999999999 97.96800000000003 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.392 -28744.60603953602 192.23249838400005 0 6 -25.907999999999987 64.53600000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.408 -28596.74952232001 361.54993118400006 0 6 -7.567999999999998 63.94800000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.384 -28461.552332176012 309.88596715200003 0 5 -12.38000000000001 104.656 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.416 -28317.19027622402 478.29514963200006 0 4 28.444000000000017 111.78400000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.4 -28297.047317328033 368.032349424 0 6 -2.5119999999999862 58.18800000000003 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.376 -28149.002102304017 558.1035293120001 0 5 43.852000000000004 107.00400000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.368 -27948.489599024004 394.2381234720001 0 3 0.6000000000000085 68.664 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.36 -27919.356174655986 302.33131033600006 0 6 -39.33999999999999 53.38400000000003 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.392 -27625.754473936002 217.13235307200003 0 4 -28.879999999999995 -8.207999999999984 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.36 -27593.878305328035 246.690610512 0 5 -57.024 94.54400000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.368 -27558.741584368006 139.206841552 0 5 -48.556 102.368 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.352 -27519.347955424004 82.030509152 0 7 -76.68 -6.811999999999998 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.408 -27380.608612512005 250.857540448 0 5 -24.09599999999999 91.86400000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.432 -27256.453353631994 291.76700016 0 6 -7.831999999999994 59.06400000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.376 -27235.560692095998 391.78522515200007 0 6 -9.09599999999999 73.17200000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.368 -27207.956049344 100.25294048 0 7 -75.116 8.763999999999996 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.352 -27035.608421040015 343.05417313600003 0 5 10.840000000000003 91.616 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.384 -26897.93426035199 224.86738176000003 0 6 -38.59199999999999 74.33600000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.352 -26580.36347985601 272.78410248 0 5 -46.8 92.45600000000003 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.368 -26521.08901147198 381.62103652800005 0 3 7.912000000000006 76.55200000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.416 -26478.093944624037 318.0011698720001 0 5 12.900000000000006 111.82000000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.408 -26356.003185744004 129.44750475200001 0 7 -62.11599999999999 15.688000000000024 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.424 -26276.588411951983 355.79866638400006 0 6 0.08400000000000318 63.45600000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.416 -26229.81890623999 629.145661312 0 4 51.608000000000004 134.936 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.36 -26176.577455855993 194.410037744 0 5 -47.204 100.77599999999998 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.376 -25992.062732704027 519.7012109760001 0 4 59.50800000000001 126.86000000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.4 -25974.90660163197 75.72787023999999 0 7 -87.156 20.295999999999992 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.408 -25920.664328528015 406.66853432000005 0 4 -11.139999999999986 19.196000000000012 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.384 -25884.750923760017 261.68867931200003 0 5 -7.2239999999999895 115.00800000000004 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.392 -25871.236862959995 322.682370064 0 3 3.2560000000000002 65.78400000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.408 -25851.574795840017 511.20347916800006 0 4 10.236000000000018 117.63600000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.4 -25821.074933440002 391.523639232 0 5 -15.227999999999994 104.06 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.408 -25584.300735136043 217.80289392000003 0 6 -42.488 79.22399999999999 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.376 -25569.869777264 367.264065424 0 3 -26.004000000000005 81.87599999999999 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.352 -25522.390359792014 296.540241744 0 6 -9.695999999999998 83.388 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.352 -25502.20851713601 295.263775696 0 6 -24.38799999999999 59.88000000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.392 -25467.335562000022 318.182216944 0 3 17.464000000000013 83.60800000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.392 -25320.532593424054 407.529036528 0 4 14.575999999999993 135.984 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.36 -25287.255667743986 152.56463632000003 0 7 -51.019999999999996 45.10400000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.376 -25219.205145552012 218.62050871999998 0 6 -47.16 85.87200000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.392 -25048.32930899199 299.89263616000005 0 5 -9.471999999999994 90.17200000000003 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.352 -24951.098993920008 285.90646688000004 0 5 -19.063999999999993 99.40800000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.408 -24910.447157952018 154.35072204800002 0 7 -67.13199999999999 35.968 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.384 -24909.317186752014 231.28187129600002 0 6 -39.711999999999996 87.85600000000002 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.384 -24832.250236672022 112.23555436800001 0 7 -54.36399999999999 44.34400000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.392 -24576.928845632006 131.57873107199998 0 7 -60.676 27.592000000000013 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.416 -24548.383831504005 297.43754673600006 0 5 -10.299999999999983 102.03200000000004 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.4 -24455.626968272 387.250625904 0 4 -5.872 33.30800000000001 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.384 -24380.620313152016 387.66220307200007 0 4 11.584000000000003 49.872000000000014 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.336 -24372.735660559993 278.80801150400004 0 4 -24.516000000000005 53.968 0
4 10 5 6000 1 20 15619.244488 7810.122244 0.352 -24261.452128703997 242.76534400000003 0 6 -15.519999999999996 84.40400000000001 0
