Solver Grids Delta_A Delta_B Pcost Time Restriction1 Restriction2
1 10 500 30 511.00 0.138 4 -9.460
1 10 500 30 482.42 0.143 4 -6.604
1 10 500 30 539.95 0.173 4 -6.720
1 10 500 30 422.91 0.116 2 -10.148
1 10 500 30 549.94 0.121 5 -10.712
1 10 500 30 570.14 0.121 4 -8.216
1 10 500 30 543.77 0.121 3 -9.216
1 10 500 30 469.50 0.126 4 -9.380
1 10 500 30 521.99 0.122 3 -10.404
1 10 500 30 530.74 0.127 4 -9.040
1 10 500 30 535.07 0.126 3 -11.232
1 10 500 30 456.24 0.113 3 -10.416
1 10 500 30 472.46 0.121 4 -10.964
1 10 500 30 429.60 0.118 3 -8.060
1 10 500 30 585.45 0.130 4 -11.272
1 10 500 30 595.57 0.126 3 -9.572
1 10 500 30 500.02 0.115 3 -8.208
1 10 500 35 593.83 0.133 3 -11.068
