Solver Grids Delta_A Delta_B Pcost Time Restriction1 Restriction2
1 10 300 30 523.22 0.116 4 -9.708
1 10 300 30 391.85 0.119 3 -8.756
1 10 300 30 459.37 0.112 4 -7.116
1 10 300 30 548.70 0.121 3 -8.680
1 10 300 30 575.25 0.112 3 -9.820
1 10 300 30 604.07 0.128 6 -8.232
1 10 300 30 549.00 0.115 3 -8.144
1 10 300 30 486.02 0.133 2 -8.720
1 10 300 30 550.74 0.122 3 -7.336
1 10 300 30 580.34 0.137 4 -9.412
1 10 300 30 489.53 0.123 4 -9.744
1 10 300 30 520.64 0.140 4 -6.500
1 10 300 30 548.10 0.135 4 -6.636
1 10 300 30 521.52 0.146 5 -7.644
1 10 300 30 491.13 0.111 3 -9.596
1 10 300 30 538.12 0.129 4 -7.768
1 10 300 30 615.58 0.122 4 -8.700
1 10 300 30 407.79 0.113 2 -8.764
1 10 300 30 599.63 0.113 3 -7.312
1 10 300 30 585.60 0.122 4 -9.556
1 10 300 30 591.09 0.127 4 -6.464
1 10 300 30 602.37 0.119 4 -8.524
1 10 300 30 600.35 0.120 3 -9.876
1 10 300 30 448.96 0.133 4 -8.820
1 10 300 30 442.30 0.123 4 -9.168
1 10 300 30 532.69 0.112 3 -10.020
1 10 300 30 490.63 0.118 5 -7.480
1 10 300 30 412.07 0.117 3 -9.584
1 10 300 30 533.01 0.123 4 -8.468
1 10 300 30 469.32 0.142 3 -8.508
1 10 300 30 472.57 0.121 4 -7.700
1 10 300 30 412.70 0.126 4 -9.176
1 10 300 30 535.20 0.134 3 -9.352
1 10 300 30 619.45 0.112 4 -8.128
1 10 300 30 510.94 0.132 4 -8.952
1 10 300 30 545.22 0.109 4 -7.048
1 10 300 30 587.17 0.154 3 -6.548
1 10 300 30 624.68 0.117 4 -9.444
1 10 300 30 603.82 0.112 5 -7.436
1 10 300 30 535.80 0.113 5 -6.324
1 10 300 30 541.87 0.120 3 -6.984
1 10 300 30 529.29 0.117 4 -8.804
1 10 300 30 521.18 0.137 3 -7.804
1 10 300 30 420.13 0.126 4 -9.368
1 10 300 35 626.94 0.109 4 -6.180
1 10 300 35 579.08 0.126 4 -7.752
1 10 300 35 555.64 0.111 3 -9.076
1 10 300 35 660.34 0.132 4 -9.956
1 10 300 35 487.38 0.117 3 -7.596
1 10 300 35 623.23 0.112 4 -8.304
1 10 300 35 549.50 0.137 4 -7.796
1 10 300 35 547.30 0.116 3 -7.012
1 10 300 35 570.06 0.121 6 -8.216
1 10 300 35 490.72 0.114 5 -8.384
1 10 300 35 503.50 0.117 4 -8.940
1 10 300 35 526.67 0.109 5 -9.920
1 10 300 35 491.49 0.110 4 -7.976
1 10 300 35 711.28 0.134 5 -9.436
1 10 300 35 572.80 0.137 4 -8.852
1 10 300 35 548.92 0.127 4 -7.592
1 10 300 35 537.98 0.136 4 -8.052
1 10 300 35 548.20 0.134 4 -7.272
1 10 300 35 463.86 0.121 4 -8.584
1 10 300 35 659.39 0.148 5 -8.180
1 10 300 35 575.14 0.136 4 -7.892
1 10 300 35 523.32 0.125 3 -7.588
1 10 300 35 404.79 0.129 4 -8.424
1 10 300 35 449.21 0.124 4 -8.596
1 10 300 35 590.33 0.137 3 -10.380
1 10 300 35 634.48 0.132 4 -11.216
1 10 300 35 596.71 0.127 3 -8.628
1 10 300 35 436.59 0.142 4 -6.388
1 10 300 35 552.56 0.123 4 -7.924
1 10 300 35 666.52 0.157 4 -10.696
1 10 300 35 623.89 0.163 4 -7.232
1 10 300 35 479.36 0.115 4 -7.992
1 10 300 35 572.36 0.120 5 -6.908
1 10 300 35 374.50 0.117 4 -8.608
1 10 300 35 488.11 0.113 5 -9.052
1 10 300 35 588.74 0.121 3 -9.404
1 10 300 35 636.99 0.113 4 -9.812
1 10 300 35 652.83 0.117 3 -6.724
1 10 300 35 572.43 0.113 5 -7.116
1 10 300 35 537.08 0.111 3 -8.448
1 10 300 35 522.19 0.128 4 -6.492
1 10 300 35 599.95 0.142 6 -9.428
1 10 300 35 491.13 0.125 4 -8.056
1 10 300 35 605.15 0.123 3 -7.604
1 10 300 35 572.53 0.126 4 -9.376
1 10 300 35 519.13 0.124 4 -7.932
1 10 300 35 599.84 0.134 3 -8.336
1 10 300 35 442.85 0.129 4 -8.804
1 10 300 35 652.02 0.122 3 -7.684
1 10 300 35 686.80 0.130 6 -7.468
1 10 300 35 444.71 0.118 4 -7.352
1 10 300 35 520.59 0.122 3 -8.888
1 10 300 35 529.78 0.114 3 -9.312
1 10 300 35 511.92 0.112 4 -7.980
1 10 300 35 618.80 0.111 5 -7.468
1 10 300 35 562.33 0.154 3 -7.504
1 10 300 35 625.32 0.131 5 -7.744
1 10 300 35 540.99 0.126 4 -6.216
1 10 300 35 563.14 0.136 4 -9.024
1 10 300 35 581.62 0.151 3 -7.988
1 10 300 35 491.10 0.150 3 -8.800
1 10 300 35 550.60 0.139 4 -6.528
1 10 300 35 531.55 0.135 4 -8.916
1 10 300 35 557.43 0.138 3 -7.000
1 10 300 35 588.66 0.162 4 -9.340
1 10 300 35 547.13 0.129 3 -7.016
1 10 300 35 413.09 0.122 3 -8.584
1 10 300 35 539.07 0.157 3 -7.484
1 10 300 35 552.05 0.180 4 -8.956
1 10 300 35 466.50 0.147 4 -7.236
1 10 300 35 642.07 0.137 4 -6.804
1 10 300 35 573.15 0.112 5 -9.116
1 10 300 35 415.08 0.120 4 -9.312
1 10 300 35 655.08 0.135 5 -7.548
1 10 300 35 545.98 0.129 4 -7.536
1 10 300 35 538.08 0.118 3 -8.648
1 10 300 35 598.79 0.122 3 -6.868
1 10 300 35 596.55 0.141 3 -9.020
1 10 300 35 577.28 0.119 4 -7.480
1 10 300 35 507.55 0.126 4 -8.052
1 10 300 35 607.63 0.122 4 -6.716
1 10 300 35 548.71 0.117 4 -6.508
1 10 300 35 372.23 0.128 2 -9.352
1 10 300 35 499.65 0.121 4 -7.852
1 10 300 35 596.13 0.121 3 -6.908
1 10 300 35 536.10 0.128 5 -8.792
1 10 300 35 532.97 0.108 4 -8.892
1 10 300 35 721.08 0.112 5 -7.756
1 10 300 35 562.44 0.126 3 -8.656
1 10 300 35 459.79 0.169 4 -8.436
1 10 300 35 461.50 0.135 3 -8.760
1 10 300 35 498.29 0.145 3 -6.776
1 10 300 35 533.96 0.150 4 -7.776
1 10 300 35 486.91 0.125 4 -8.500
1 10 300 35 593.02 0.140 3 -10.508
1 10 300 35 552.89 0.130 3 -9.200
1 10 300 35 650.06 0.121 3 -6.516
1 10 300 35 566.34 0.125 3 -8.096
1 10 300 35 570.47 0.113 5 -7.252
1 10 300 35 594.54 0.132 4 -7.776
1 10 300 40 458.29 0.124 3 -8.420
1 10 300 40 536.25 0.132 3 -8.752
1 10 300 40 480.93 0.113 4 -10.128
1 10 300 40 511.91 0.125 4 -7.492
1 10 300 40 509.98 0.110 3 -8.572
1 10 300 40 570.73 0.110 4 -6.788
1 10 300 40 557.82 0.110 5 -8.672
1 10 300 40 567.97 0.137 5 -6.988
1 10 300 40 528.29 0.115 4 -9.244
1 10 300 40 519.28 0.112 3 -8.732
1 10 300 40 474.68 0.113 4 -7.608
1 10 300 40 557.56 0.117 3 -6.680
1 10 300 40 582.12 0.112 3 -8.780
1 10 300 40 591.23 0.138 3 -10.116
1 10 300 40 602.58 0.116 4 -7.024
1 10 300 40 636.20 0.125 4 -9.304
1 10 300 40 635.84 0.128 4 -8.904
1 10 300 40 568.26 0.131 3 -9.788
1 10 300 40 511.43 0.155 5 -8.348
1 10 300 40 450.57 0.132 5 -8.444
1 10 300 40 535.54 0.140 5 -7.936
1 10 300 40 520.60 0.133 5 -8.164
1 10 300 40 569.96 0.117 3 -10.276
1 10 300 40 568.18 0.116 4 -7.760
1 10 300 40 449.94 0.119 4 -8.464
1 10 300 40 582.15 0.111 4 -8.204
1 10 300 40 528.48 0.115 4 -9.640
1 10 300 40 580.76 0.124 3 -9.340
1 10 300 40 608.90 0.109 5 -6.636
1 10 300 40 571.78 0.111 3 -8.900
1 10 300 40 587.28 0.107 4 -6.584
1 10 300 40 599.50 0.118 3 -8.964
1 10 300 40 506.25 0.132 3 -10.212
1 10 300 40 577.76 0.157 3 -10.636
1 10 300 40 558.71 0.115 4 -8.616
1 10 300 40 506.12 0.112 3 -7.860
1 10 300 40 526.65 0.108 3 -8.100
1 10 300 40 516.59 0.110 3 -8.024
1 10 300 40 508.31 0.155 3 -7.068
1 10 300 40 676.10 0.138 4 -8.328
1 10 300 40 498.26 0.120 3 -7.492
1 10 300 40 650.98 0.122 6 -8.228
1 10 300 40 490.06 0.139 4 -7.468
1 10 300 40 550.73 0.135 5 -8.836
1 10 300 40 520.69 0.138 4 -8.516
1 10 300 40 599.69 0.189 3 -10.208
1 10 300 40 542.02 0.182 4 -7.792
1 10 300 40 498.66 0.159 3 -6.812
1 10 300 40 592.37 0.152 3 -9.152
1 10 300 40 398.15 0.121 4 -7.524
1 10 300 40 672.19 0.108 4 -7.656
1 10 300 40 510.45 0.115 4 -8.576
1 10 300 40 536.26 0.131 5 -9.444
1 10 300 40 517.57 0.113 3 -8.748
1 10 300 40 677.99 0.117 4 -9.540
1 10 300 40 511.70 0.136 4 -8.244
1 10 300 40 643.32 0.115 4 -5.584
1 10 300 40 521.22 0.109 3 -10.132
1 10 300 40 581.36 0.109 5 -8.980
1 10 300 40 607.42 0.115 3 -9.624
1 10 300 40 623.11 0.116 4 -8.472
1 10 300 40 525.01 0.114 3 -9.132
1 10 300 40 615.77 0.112 5 -9.424
1 10 300 40 649.01 0.109 3 -9.148
1 10 300 40 715.32 0.113 4 -10.036
1 10 300 40 541.92 0.147 5 -9.444
1 10 300 40 590.28 0.125 4 -8.220
1 10 300 40 469.18 0.112 3 -8.320
1 10 300 40 535.05 0.128 5 -10.120
1 10 300 40 631.65 0.156 4 -7.964
1 10 300 40 624.74 0.119 5 -6.480
1 10 300 40 654.83 0.106 4 -8.264
1 10 300 40 388.38 0.118 4 -10.056
1 10 300 40 671.98 0.120 4 -7.520
1 10 300 40 557.60 0.111 4 -9.768
1 10 300 40 578.59 0.113 4 -9.528
1 10 300 40 503.47 0.112 5 -9.344
1 10 300 40 470.11 0.127 4 -9.468
1 10 300 40 543.92 0.109 3 -7.164
1 10 300 40 584.62 0.122 4 -7.188
1 10 300 40 571.20 0.144 5 -7.424
1 10 300 40 586.80 0.110 4 -8.264
1 10 300 40 567.31 0.120 3 -7.044
1 10 300 40 507.60 0.123 3 -9.128
1 10 300 40 410.83 0.151 4 -9.028
1 10 300 40 424.56 0.141 3 -6.844
1 10 300 40 518.22 0.120 2 -7.456
1 10 300 40 495.82 0.108 3 -7.816
1 10 300 40 576.74 0.124 4 -8.860
1 10 300 40 632.61 0.122 4 -7.332
1 10 300 40 678.71 0.129 4 -6.560
1 10 300 40 628.79 0.120 4 -7.872
1 10 300 40 586.05 0.120 5 -9.216
1 10 300 40 614.57 0.156 5 -8.288
1 10 300 40 562.21 0.128 4 -8.480
1 10 300 40 563.47 0.120 4 -8.032
1 10 300 40 530.59 0.130 3 -8.216
1 10 300 40 657.92 0.152 3 -7.508
1 10 300 40 603.60 0.155 3 -7.712
1 10 300 40 633.67 0.143 4 -10.552
1 10 300 45 487.32 0.118 3 -10.408
1 10 300 45 662.66 0.125 3 -8.256
1 10 300 45 614.45 0.156 5 -8.040
1 10 300 45 507.83 0.121 4 -7.084
1 10 300 45 615.56 0.113 3 -8.952
1 10 300 45 592.59 0.122 4 -8.444
1 10 300 45 444.86 0.120 4 -10.060
1 10 300 45 563.00 0.123 4 -7.744
1 10 300 45 566.21 0.143 5 -7.220
1 10 300 45 618.73 0.122 4 -7.796
1 10 300 45 600.55 0.113 5 -8.904
1 10 300 45 549.46 0.120 2 -7.236
1 10 300 45 598.94 0.123 4 -7.572
1 10 300 45 472.41 0.110 4 -7.764
1 10 300 45 616.25 0.121 4 -7.412
1 10 300 45 517.45 0.134 3 -9.548
1 10 300 45 650.46 0.135 3 -7.280
1 10 300 45 653.95 0.124 3 -7.128
1 10 300 45 630.11 0.125 4 -7.280
1 10 300 45 528.22 0.123 5 -9.080
1 10 300 45 495.98 0.122 5 -9.096
1 10 300 45 513.78 0.120 2 -7.500
1 10 300 45 499.06 0.114 4 -6.412
1 10 300 45 687.43 0.141 4 -10.616
1 10 300 45 531.66 0.130 3 -7.536
1 10 300 45 666.59 0.166 5 -6.996
1 10 300 45 541.29 0.170 3 -8.996
1 10 300 45 554.52 0.132 3 -7.576
1 10 300 45 533.66 0.138 3 -7.844
1 10 300 45 575.36 0.141 4 -7.564
1 10 300 45 651.27 0.134 3 -8.316
1 10 300 45 637.40 0.121 4 -7.940
1 10 300 45 521.13 0.127 4 -9.160
1 10 300 45 606.13 0.121 3 -7.348
1 10 300 45 600.92 0.121 4 -7.172
1 10 300 45 590.58 0.121 3 -8.692
1 10 300 45 546.76 0.127 4 -7.900
1 10 300 45 500.58 0.116 4 -7.636
1 10 300 45 534.24 0.128 3 -10.104
1 10 300 45 630.67 0.119 3 -9.192
1 10 300 45 533.04 0.124 5 -6.112
1 10 300 45 548.81 0.117 5 -7.680
1 10 300 45 589.36 0.109 3 -10.340
1 10 300 45 555.65 0.119 3 -7.816
1 10 300 45 366.13 0.117 3 -8.756
1 10 300 45 525.82 0.120 5 -7.992
1 10 300 45 508.09 0.119 4 -8.580
1 10 300 45 470.15 0.113 3 -7.524
1 10 300 45 426.35 0.140 2 -7.616
1 10 300 45 510.86 0.112 3 -7.716
1 10 300 45 632.67 0.126 4 -7.952
1 10 300 45 546.88 0.111 3 -7.592
1 10 300 45 541.44 0.110 4 -7.100
1 10 300 45 549.95 0.123 4 -6.920
1 10 300 45 621.34 0.127 4 -6.928
1 10 300 45 436.02 0.115 4 -7.228
1 10 300 45 635.91 0.117 5 -7.044
1 10 300 45 577.09 0.143 4 -8.784
1 10 300 45 405.80 0.115 4 -7.160
1 10 300 45 535.64 0.166 4 -7.572
1 10 300 45 585.37 0.162 5 -10.536
1 10 300 45 628.44 0.168 5 -7.040
1 10 300 45 496.10 0.154 2 -8.068
1 10 300 45 445.72 0.138 5 -7.928
1 10 300 45 463.12 0.120 3 -9.612
1 10 300 45 645.64 0.127 4 -6.888
1 10 300 45 558.15 0.214 4 -6.160
1 10 300 45 578.86 0.154 4 -9.884
1 10 300 45 552.17 0.134 4 -9.364
1 10 300 45 594.79 0.165 4 -6.860
1 10 300 45 682.10 0.142 5 -8.780
1 10 300 45 632.05 0.134 4 -7.764
1 10 300 45 647.62 0.139 3 -9.736
1 10 300 45 590.52 0.134 4 -10.624
1 10 300 45 497.21 0.142 3 -9.160
1 10 300 45 524.59 0.125 5 -7.484
1 10 300 45 615.18 0.132 3 -9.896
1 10 300 45 556.11 0.141 4 -7.564
1 10 300 45 562.43 0.146 3 -8.112
1 10 300 45 690.41 0.147 4 -6.880
1 10 300 45 514.87 0.126 4 -7.948
1 10 300 45 402.49 0.109 3 -9.140
1 10 300 45 612.90 0.112 5 -8.936
1 10 300 45 521.20 0.111 3 -7.276
1 10 300 45 558.55 0.117 3 -7.908
1 10 300 45 578.18 0.114 5 -8.008
1 10 300 45 652.69 0.123 5 -7.892
1 10 300 45 506.83 0.132 4 -8.344
1 10 300 45 616.07 0.127 4 -8.196
1 10 300 45 471.88 0.110 5 -7.844
1 10 300 45 554.01 0.117 4 -8.596
1 10 300 45 599.78 0.116 3 -9.256
1 10 300 45 517.56 0.156 4 -8.180
1 10 300 45 570.45 0.112 3 -8.804
1 10 300 45 662.63 0.114 5 -8.852
1 10 300 45 461.10 0.116 4 -8.912
1 10 300 45 595.77 0.132 4 -8.648
1 10 300 45 521.69 0.131 4 -5.980
1 10 300 45 578.17 0.110 5 -6.936
1 10 300 45 618.54 0.118 5 -7.588
1 10 300 50 558.75 0.123 5 -7.048
1 10 300 50 505.46 0.126 5 -7.268
1 10 300 50 551.15 0.121 4 -7.880
1 10 300 50 604.40 0.120 5 -8.016
1 10 300 50 618.06 0.132 5 -7.256
1 10 300 50 533.97 0.130 4 -6.896
1 10 300 50 522.22 0.116 4 -6.932
1 10 300 50 592.58 0.120 4 -6.524
1 10 300 50 668.48 0.117 5 -7.508
1 10 300 50 684.24 0.127 4 -9.320
1 10 300 50 551.20 0.121 5 -7.436
1 10 300 50 689.29 0.115 4 -7.808
1 10 300 50 588.08 0.130 4 -8.224
1 10 300 50 496.58 0.112 4 -7.720
1 10 300 50 500.42 0.117 3 -9.020
1 10 300 50 656.68 0.122 5 -8.976
1 10 300 50 649.30 0.115 4 -8.632
1 10 300 50 606.54 0.121 5 -8.804
1 10 300 50 582.80 0.117 4 -6.468
1 10 300 50 466.98 0.131 4 -7.408
1 10 300 50 497.66 0.125 4 -7.872
1 10 300 50 520.71 0.126 3 -8.436
1 10 300 50 564.70 0.120 3 -9.620
1 10 300 50 562.80 0.137 3 -7.780
1 10 300 50 616.81 0.116 4 -6.412
1 10 300 50 539.15 0.125 4 -6.044
1 10 300 50 447.42 0.119 3 -6.844
1 10 300 50 503.69 0.127 3 -8.440
1 10 300 50 473.12 0.131 4 -9.148
1 10 300 50 524.36 0.138 3 -7.720
1 10 300 50 450.28 0.125 5 -6.420
1 10 300 50 696.07 0.127 5 -9.368
1 10 300 50 494.70 0.138 4 -7.552
1 10 300 50 601.85 0.119 3 -7.316
1 10 300 50 562.49 0.138 3 -8.568
1 10 300 50 597.27 0.125 3 -7.884
1 10 300 50 609.12 0.125 5 -7.788
1 10 300 50 541.42 0.131 4 -8.692
1 10 300 50 589.77 0.117 3 -7.336
1 10 300 50 447.58 0.113 5 -8.688
1 10 300 50 640.27 0.133 4 -7.376
1 10 300 50 564.05 0.122 4 -8.088
1 10 300 50 540.46 0.138 4 -6.796
1 10 300 50 602.25 0.119 3 -7.100
1 10 300 50 369.02 0.134 4 -9.520
1 10 300 50 553.09 0.151 4 -8.740
1 10 300 50 576.27 0.117 4 -6.748
1 10 300 50 427.22 0.115 3 -9.200
1 10 300 50 593.90 0.113 4 -8.052
1 10 300 50 606.24 0.125 3 -8.232
1 10 300 50 416.09 0.118 3 -7.964
1 10 300 50 509.80 0.108 3 -9.324
1 10 300 50 594.99 0.118 4 -9.448
1 10 300 50 519.01 0.116 4 -8.872
1 10 300 50 479.62 0.123 4 -7.848
1 10 300 50 426.01 0.116 4 -8.092
1 10 300 50 511.19 0.116 5 -7.144
1 10 300 50 587.22 0.128 4 -8.108
1 10 300 50 556.99 0.128 5 -7.396
1 10 300 50 538.54 0.119 4 -9.072
1 10 300 50 488.73 0.137 3 -9.476
1 10 300 50 621.36 0.123 4 -9.328
1 10 300 50 449.88 0.169 3 -7.812
1 10 300 50 566.60 0.123 3 -9.004
1 10 300 50 543.37 0.117 4 -6.820
1 10 300 50 614.79 0.120 4 -9.096
1 10 300 50 575.22 0.142 4 -7.472
1 10 300 50 598.85 0.131 5 -6.200
1 10 300 50 604.45 0.142 3 -7.520
1 10 300 50 543.51 0.137 4 -7.524
1 10 300 50 563.71 0.123 3 -9.336
1 10 300 50 636.46 0.115 4 -6.404
1 10 300 50 676.12 0.123 4 -8.508
1 10 300 50 596.53 0.125 4 -8.804
1 10 300 50 600.51 0.121 4 -6.580
1 10 300 50 532.64 0.116 3 -8.352
1 10 300 50 575.23 0.114 4 -9.372
1 10 300 50 507.50 0.124 3 -8.408
1 10 300 50 583.80 0.113 4 -6.172
1 10 300 50 705.42 0.134 4 -7.108
1 10 300 50 498.10 0.132 4 -9.380
1 10 300 50 612.20 0.130 5 -9.516
1 10 300 50 597.61 0.133 5 -9.524
1 10 300 50 678.14 0.111 4 -6.732
1 10 300 50 590.95 0.116 4 -9.356
1 10 300 50 531.01 0.109 3 -8.504
1 10 300 50 424.80 0.116 4 -6.712
1 10 300 50 592.04 0.128 4 -8.508
1 10 300 50 555.16 0.127 4 -6.744
1 10 300 50 543.97 0.124 3 -8.276
1 10 300 50 594.73 0.114 3 -8.020
1 10 300 50 667.40 0.121 4 -7.184
1 10 300 50 636.02 0.125 4 -9.132
1 10 300 50 545.10 0.109 3 -8.704
1 10 300 50 544.57 0.115 5 -9.368
1 10 300 50 564.96 0.128 5 -6.552
1 10 300 50 558.42 0.136 2 -7.388
1 10 300 50 619.93 0.131 4 -9.092
1 10 300 50 457.60 0.114 4 -9.584
1 10 300 50 483.00 0.115 2 -8.152
1 10 300 55 671.17 0.113 4 -6.640
1 10 300 55 464.83 0.117 4 -6.648
1 10 300 55 606.64 0.116 3 -8.296
1 10 300 55 469.64 0.173 3 -6.872
1 10 300 55 547.31 0.113 3 -8.944
1 10 300 55 634.32 0.124 4 -7.304
1 10 300 55 650.91 0.127 4 -9.528
1 10 300 55 673.51 0.120 4 -7.588
1 10 300 55 506.33 0.124 4 -8.728
1 10 300 55 597.55 0.119 4 -7.016
1 10 300 55 571.33 0.117 5 -6.656
1 10 300 55 600.80 0.123 3 -7.980
1 10 300 55 627.28 0.115 4 -7.560
1 10 300 55 592.01 0.121 4 -7.436
1 10 300 55 597.93 0.115 3 -8.696
1 10 300 55 493.11 0.112 3 -8.864
1 10 300 55 619.29 0.124 5 -7.548
1 10 300 55 671.31 0.153 4 -7.524
1 10 300 55 552.76 0.129 4 -6.556
1 10 300 55 538.14 0.120 4 -9.720
1 10 300 55 506.70 0.113 3 -7.428
1 10 300 55 625.58 0.128 4 -7.504
1 10 300 55 481.06 0.134 3 -6.308
1 10 300 55 553.38 0.125 3 -9.428
1 10 300 55 523.77 0.135 4 -8.120
1 10 300 55 511.89 0.135 3 -6.724
1 10 300 55 628.91 0.175 4 -7.424
1 10 300 55 461.45 0.134 3 -8.892
1 10 300 55 494.85 0.112 3 -8.956
1 10 300 55 484.39 0.126 3 -8.860
1 10 300 55 519.94 0.144 4 -8.956
1 10 300 55 637.43 0.143 4 -9.368
1 10 300 55 578.88 0.116 3 -6.988
1 10 300 55 603.77 0.159 4 -6.136
1 10 300 55 598.30 0.141 3 -8.064
1 10 300 55 582.29 0.142 3 -7.452
1 10 300 55 619.22 0.142 4 -7.836
1 10 300 55 481.04 0.122 4 -9.188
1 10 300 55 656.76 0.130 4 -8.912
1 10 300 55 565.58 0.146 3 -8.064
1 10 300 55 478.64 0.121 4 -7.608
1 10 300 55 539.96 0.114 4 -8.676
1 10 300 55 587.26 0.124 4 -8.916
1 10 300 55 382.97 0.123 4 -8.980
1 10 300 55 480.89 0.115 3 -6.952
1 10 300 55 506.71 0.115 4 -9.000
1 10 300 55 562.94 0.120 5 -6.976
1 10 300 55 645.35 0.113 3 -7.864
1 10 300 55 559.78 0.120 3 -7.688
1 10 300 55 586.08 0.116 4 -6.452
1 10 300 55 602.76 0.110 4 -9.064
1 10 300 55 468.10 0.122 4 -9.636
1 10 300 55 506.72 0.122 3 -7.360
1 10 300 55 516.78 0.110 4 -6.912
1 10 300 55 599.18 0.129 6 -8.184
1 10 300 55 604.72 0.124 3 -8.560
1 10 300 55 666.01 0.114 4 -7.220
1 10 300 55 463.12 0.114 3 -7.320
1 10 300 55 552.87 0.109 3 -8.416
1 10 300 55 596.63 0.142 3 -6.868
1 10 300 55 488.23 0.117 4 -9.280
1 10 300 55 595.88 0.114 4 -8.408
1 10 300 55 472.52 0.119 4 -7.184
1 10 300 55 581.29 0.113 4 -9.672
1 10 300 55 585.20 0.111 4 -6.460
1 10 300 55 670.44 0.113 4 -8.712
1 10 300 55 417.15 0.128 2 -8.228
1 10 300 55 462.76 0.113 5 -9.124
1 10 300 55 450.51 0.127 6 -8.884
1 10 300 55 628.80 0.111 5 -6.544
1 10 300 55 655.69 0.137 5 -6.764
1 10 300 55 503.63 0.119 5 -6.644
1 10 300 55 493.53 0.118 4 -8.044
1 10 300 55 479.02 0.113 4 -7.852
1 10 300 55 639.40 0.116 4 -10.076
1 10 300 55 549.59 0.108 3 -7.924
1 10 300 55 699.61 0.122 5 -7.376
1 10 300 55 622.84 0.144 4 -8.508
1 10 300 55 587.05 0.128 4 -8.200
1 10 300 55 553.39 0.112 5 -8.776
1 10 300 55 549.31 0.120 4 -8.180
1 10 300 55 585.52 0.126 4 -8.964
1 10 300 55 480.87 0.125 4 -6.284
1 10 300 55 590.72 0.112 4 -8.452
1 10 300 55 660.48 0.121 5 -5.468
1 10 300 55 476.30 0.109 4 -7.644
1 10 300 55 594.13 0.131 3 -8.276
1 10 300 55 575.95 0.119 3 -6.540
1 10 300 55 651.80 0.118 4 -5.636
1 10 300 55 582.54 0.112 3 -7.972
1 10 300 55 585.68 0.117 5 -8.676
1 10 300 55 665.76 0.123 3 -7.132
1 10 300 55 503.43 0.118 5 -6.284
1 10 300 55 653.00 0.114 3 -8.140
1 10 300 55 407.51 0.135 3 -8.324
1 10 300 55 601.11 0.125 3 -8.000
1 10 300 55 641.61 0.127 3 -8.412
1 10 300 55 647.81 0.126 5 -8.656
1 10 300 55 431.42 0.118 4 -7.428
1 10 300 55 616.65 0.128 4 -7.372
1 10 300 60 549.37 0.113 4 -7.540
1 10 300 60 543.38 0.130 3 -6.736
1 10 300 60 483.58 0.120 4 -8.752
1 10 300 60 478.93 0.119 3 -7.492
1 10 300 60 563.65 0.130 4 -7.064
1 10 300 60 508.34 0.151 4 -8.532
1 10 300 60 528.24 0.116 4 -7.904
1 10 300 60 415.78 0.134 3 -8.456
1 10 300 60 463.23 0.170 4 -6.528
1 10 300 60 583.00 0.168 3 -6.340
1 10 300 60 565.10 0.183 5 -6.280
1 10 300 60 666.69 0.212 4 -9.144
1 10 300 60 541.72 0.136 4 -6.424
1 10 300 60 553.35 0.128 3 -7.776
1 10 300 60 664.82 0.128 4 -7.448
1 10 300 60 465.22 0.126 3 -7.272
1 10 300 60 505.62 0.137 3 -7.672
1 10 300 60 489.02 0.121 3 -6.728
1 10 300 60 605.96 0.123 5 -6.128
1 10 300 60 469.08 0.130 4 -9.764
1 10 300 60 631.28 0.136 4 -8.376
1 10 300 60 532.47 0.129 5 -6.344
1 10 300 60 526.50 0.128 3 -9.100
1 10 300 60 706.22 0.130 4 -7.352
1 10 300 60 658.40 0.111 4 -8.840
1 10 300 60 497.65 0.111 4 -7.592
1 10 300 60 634.93 0.114 4 -6.808
1 10 300 60 696.50 0.138 5 -6.720
1 10 300 60 590.47 0.123 3 -6.952
1 10 300 60 626.41 0.109 4 -9.376
1 10 300 60 576.76 0.110 5 -6.464
1 10 300 60 546.82 0.115 3 -6.748
1 10 300 60 621.22 0.112 4 -6.364
1 10 300 60 549.95 0.117 3 -7.784
1 10 300 60 525.18 0.114 4 -8.488
1 10 300 60 554.19 0.112 4 -8.300
1 10 300 60 550.83 0.130 4 -7.548
1 10 300 60 757.82 0.123 4 -8.020
1 10 300 60 529.63 0.119 3 -7.396
1 10 300 60 468.18 0.115 3 -9.028
1 10 300 60 533.03 0.114 4 -6.204
1 10 300 60 599.62 0.117 3 -8.424
1 10 300 60 519.87 0.122 4 -7.228
1 10 300 60 470.49 0.135 4 -8.444
1 10 300 60 525.34 0.131 2 -8.520
1 10 300 60 598.58 0.121 3 -7.152
1 10 300 60 535.99 0.133 4 -9.352
1 10 300 60 614.05 0.114 5 -7.744
1 10 300 60 647.54 0.131 3 -6.360
1 10 300 60 575.07 0.117 5 -6.324
1 10 300 60 576.55 0.124 4 -8.196
1 10 300 60 522.82 0.130 3 -7.644
1 10 300 60 556.69 0.109 3 -9.176
1 10 300 60 465.99 0.112 5 -7.268
1 10 300 60 691.37 0.125 4 -8.164
1 10 300 60 480.56 0.128 4 -9.176
1 10 300 60 667.21 0.113 5 -6.352
1 10 300 60 623.24 0.126 4 -6.740
1 10 300 60 578.02 0.112 3 -8.856
1 10 300 60 675.92 0.123 4 -8.224
1 10 300 60 485.14 0.127 3 -8.024
1 10 300 60 674.20 0.117 4 -6.676
1 10 300 60 491.12 0.119 4 -6.300
